KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,Ground,Aboard,Fatalities,Year,Aboard3
209.01,10.8828,5394,209,68.6335,0.0011,50.78974,0.00031,38.12,0.12,0.06873,0.00021,0.031,0.02,7.6,0.278,522,1.20E-05,2,,,0,2,1,1928,2
209.02,7.1448,2166,147,78.8225,0.0031,18.79567,0.00034,21.0514,0.003,0.044,0.04,0,0.014,4.9,0.143,728,1.60E-05,2,,,0,7,7,1928,7
211.01,4.8294,7210,91,69.0141,0.001,372.1084,0.0015,639.12,0.68,0.081,0.096,0.023,0.039,9.6,1.048,273,-,3,,1,0,3,3,1928,3
212.01,3.592,4757,250,72.23136,0.00055,5.69584,0.000048,12.88171,0.00011,0.064,0.014,0.0002,-,6.5,0.064,977,5.30E-05,2,,,0,3,3,1928,3
214.01,1.4852,5359,324,64.74221,0.00022,3.3118618,0.0000042,9.4,2.8,0.1106,0.0035,0.93,0.28,12.1,0.044,1119,2.20E-05,2,,,0,1,1,1928,1
216.01,3.6988,4986,146,74.2081,0.00097,20.17213,0.00013,52.37,0.4,0.06487,0.00038,0.0005,-,8.2,0.145,635,8.30E-05,2,NoObs,,0,2,1,1928,2
217.01,2.8377,20621,818,66.41389,0.00019,3.9050889,0.0000051,11.892,0.017,0.13352,0.00014,0.0004,-,10.4,0.048,935,2.00E-05,2,,1,0,2,1,1928,2
219.01,5.3499,2948,228,65.46923,0.00078,8.025085,0.000037,12.067,0.042,0.0505,0.00015,0.0012,-,3.8,0.077,710,1.00E-04,2,,,0,3,3,1928,3
220.01,2.5693,1763,265,65.93893,0.00038,2.4220912,0.0000053,6.3,3.3,0.041,0.0042,0.55,0.72,2.6,0.034,987,6.10E-05,2,,,0,1,1,1928,1
220.02,2.8695,100,12,66.6388,0.0072,4.12515,0.00012,11.37,0.64,0.01042,0.00052,0.0198,-,0.7,0.049,822,-,4,,,0,3,3,1928,3
221.01,2.6291,3689,283,65.44215,0.00037,3.4130416,0.0000073,10.544,0.04,0.05615,0.00016,-,-,4.4,0.043,935,2.70E-05,2,,,0,5,5,1928,5
222.01,2.8034,1203,65,65.6572,0.0017,6.312382,0.000058,18.28,0.28,0.03254,0.00039,0.0298,-,2.1,0.057,613,3.70E-05,2,1,,0,14,14,1928,14
222.02,3.2313,821,32,63.7728,0.0044,12.79397,0.0003,30.47,0.95,0.02647,0.00065,0.0253,-,1.7,0.092,482,3.90E-05,2,1,,0,6,6,1928,6
223.01,1.5125,1039,67,67.477,0.0011,3.177431,0.000019,12,24,0.034,0.013,0.7,1.2,2.7,0.041,964,3.60E-05,2,,1,0,4,3,1928,4
223.02,4.0259,913,25,80.0334,0.004,41.0084,0.00084,68,381,0.03,0.034,0.6,2.4,2.4,0.226,410,-,4,,,0,1,1,1928,1
225.01,1.2452,2371,200,74.537,0.00032,0.838598,0.0000022,4.2,1.3,0.04932,0.00032,0.47,0.14,4.9,0.018,1903,-,3,,1,0,4,4,1928,4
226.01,3.0258,712,39,71.1091,0.0029,8.3089,0.00014,15,39,0.028,0.014,0.7,1.3,1.6,0.076,595,6.10E-05,3,,1,0,3,2,1928,3
227.01,4.6968,1202,55,69.5662,0.0024,17.66076,0.00025,42.02,0.57,0.03955,0.00039,0.031,0.033,2.9,0.11,440,1.90E-05,2,3,,0,1,1,1929,1
229.01,2.917,2817,228,67.93353,0.0005,3.5732,0.00001,9.976,0.044,0.04922,0.00017,0.0003,-,6,0.047,1207,5.90E-05,2,,1,0,1,1,1929,1
232.01,4.9765,2080,158,67.00465,0.00095,12.465891,0.000067,19.996,0.1,0.04269,0.00018,0.028,0.017,3.6,0.107,694,3.40E-05,2,NoObs,,0,9,2,1929,9
232.02,3.7903,326,32,67.0179,0.0056,5.76607,0.00018,11.83,0.36,0.0185,0.00048,0.0102,-,1.6,0.064,897,5.60E-05,2,NoObs,,0,1,1,1929,1
234.01,4.5866,717,53,65.1832,0.0026,9.61391,0.00014,11,15,0.0278,0.0067,0.73,0.95,3.5,0.091,897,3.40E-05,2,,,0,2,2,1929,2
235.01,2.0142,609,46,66.8175,0.0019,5.632479,0.000061,21.29,0.51,0.02282,0.00042,0.0027,-,1.8,0.06,781,7.90E-05,2,,1,0,15,14,1929,15
237.01,3.4487,554,50,67.7859,0.0024,8.50827,0.00011,19.7,0.33,0.02262,0.00031,0.021,-,2.3,0.083,834,8.00E-05,2,,,0,4,4,1929,4
238.01,4.4245,435,32,68.0935,0.0047,17.23217,0.00045,23,61,0.0214,0.0098,0.7,1.4,2.5,0.135,742,8.50E-05,2,NoObs,,0,6,6,1929,6
239.01,2.8293,1270,76,71.5556,0.0013,5.640649,0.000043,9.3,5.9,0.0382,0.0041,0.81,0.56,3.9,0.064,1003,1.60E-04,2,,1,0,2,2,1929,2
240.01,4.2286,1218,84,71.6146,0.0016,4.286837,0.000041,8.04,0.076,0.03302,0.00027,0.0098,-,3.1,0.053,1063,3.50E-05,2,,1,0,5,4,1929,5
241.01,3.5173,760,46,64.7933,0.0027,13.82145,0.00027,22,49,0.028,0.012,0.7,1.3,1.7,0.107,516,1.40E-05,2,,,0,5,2,1929,5
242.01,5.772,3636,193,71.34318,0.00098,7.258477,0.000041,10.183,0.042,0.05567,0.0002,0.0013,-,5.7,0.074,850,5.60E-05,2,,,0,2,1,1929,2
244.01,2.8876,1084,211,111.52718,0.00043,12.720359,0.000038,19.1,2.7,0.03659,0.00081,0.87,0.22,4.5,0.11,865,-,2,,,0,13,7,1929,13
244.02,3.5837,364,157,104.7062,0.0013,6.23855,0.000058,7.5,6.3,0.0214,0.0027,0.84,0.59,2.6,0.068,1101,-,2,,,0,8,1,1929,8
245.01,4.7135,530,96,108.239,0.0013,39.79454,0.00038,67.02,0.57,0.02158,0.00015,0.0171,-,2.1,0.215,482,5.30E-06,2,"1,2,3",,0,5,5,1929,5
246.01,3.4381,261,127,106.85727,0.0007,5.398753,0.000027,9.5,6.7,0.0167,0.0022,0.63,0.78,1.9,0.062,1032,1.20E-05,2,"1,2,3",,0,1,1,1929,1
247.01,2.0575,921,22,114.1234,0.0023,13.81524,0.00032,52.5,2.3,0.0312,0.0011,0.0309,-,2.1,0.089,437,1.30E-05,2,"1,2,3",,0,4,4,1929,4
248.01,2.5695,1662,54,103.2885,0.0013,7.203494,0.000065,22.73,0.4,0.03948,0.00055,0.025,0.033,2.9,0.06,584,5.50E-05,2,3,,0,1,1,1929,1
248.02,2.0752,1242,28,102.8387,0.0022,10.91401,0.00018,43.1,1.8,0.0343,0.0011,0.0088,-,2.5,0.079,509,5.50E-05,2,3,,0,1,1,1929,1
248.03,1.6378,704,31,105.1278,0.0019,2.576536,0.000033,13,38,0.027,0.012,0.1,2,2,0.03,825,6.70E-05,2,3,,0,5,4,1929,5
249.01,1.8415,1636,74,108.75705,0.00086,9.549259,0.000058,43,101,0.039,0.014,0.5,1.6,3.1,0.07,519,1.50E-05,2,"1,2,3",,0,2,1,1929,2
250.01,2.82,2633,74,103.4024,0.0012,12.282356,0.000097,36.32,0.48,0.04892,0.00048,0.028,0.03,3.6,0.085,491,1.80E-05,2,3,,0,8,8,1929,8
250.02,2.1205,1854,39,82.8815,0.0023,17.25204,0.00025,34,10,0.0486,0.0015,0.81,0.24,3.6,0.107,438,1.80E-05,2,3,,0,5,3,1929,5
250.03,1.9814,316,15,69.2598,0.0046,3.543871,0.000071,14.5,1,0.0173,0.001,0.0412,-,1.3,0.037,744,-,4,,,0,5,5,1929,5
251.01,1.8489,2159,82,104.08747,0.0008,4.164371,0.000023,18.37,0.28,0.04436,0.0005,0.02,0.027,2.9,0.04,653,4.60E-05,2,"1,2,3",,0,2,1,1929,2
252.01,3.5652,1892,45,103.5012,0.002,17.60439,0.00024,40,135,0.042,0.022,0.1,2.2,2.7,0.104,406,2.80E-05,2,3,,0,1,1,1929,1
253.01,1.7694,1989,49,103.6019,0.0012,6.38324,0.000071,31.13,0.81,0.04291,0.00079,0.0427,-,2.9,0.054,592,1.40E-05,2,3,,0,7,7,1929,7
254.01,1.9011,36662,795,103.82108,0.00009,2.4552389,0.0000016,11.95,0.42,0.1841,0.0012,0.44,0.2,13,0.029,824,2.50E-05,3,NoObs,1,0,1,1,1929,1
255.01,4.1157,2266,65,122.8256,0.0015,27.52156,0.00031,54.25,0.7,0.04484,0.00047,0.018,0.01,3.6,0.149,388,2.50E-05,2,NoObs,,0,2,2,1929,2
256.01,1.2273,15751,55,102.77735,0.00093,1.378681,0.000012,9,2.7,0.1235,0.0023,0.158,0.048,14.8,0.021,1160,-,3,,1,0,4,4,1929,4
257.01,2.3916,474,33,105.6621,0.0021,6.883344,0.000098,18,65,0.023,0.014,0.7,1.6,4,0.075,1230,-,2,,,0,8,7,1929,8
258.01,5.261,920,39,105.4942,0.0018,4.157642,0.000069,5.2,7.6,0.0281,0.0069,0,1.4,4.5,0.054,1449,-,3,,1,0,3,3,1929,3
260.01,4.5271,87,20,105.786,0.0063,10.49577,0.00046,17.32,0.52,0.0096,0.00026,0.012,0.01,1.2,0.097,919,-,2,,,0,1,1,1929,1
260.02,10.7302,298,37,178.0423,0.0039,100.27937,0.00052,61,127,0.0178,0.006,0.6,1.4,2.2,0.435,434,-,2,,,0,1,1,1929,1
261.01,3.8752,638,45,104.0206,0.0022,16.23844,0.00017,20,29,0.027,0.0067,0.8,0.85,5.6,0.133,929,-,2,,,0,3,3,1929,3
262.01,4.1589,102,27,105.6257,0.0035,7.81279,0.00019,7,21,0.0111,0.0046,0.9,1,1.6,0.081,1106,1.70E-05,2,"1,2",,0,3,2,1929,3
263.01,4.1456,152,13,117.7331,0.0086,20.7183,0.0013,40.1,2.3,0.01143,0.00058,0.021,0.054,1.5,0.151,682,8.00E-06,3,"1,2,3",1,0,5,5,1929,5
265.01,3.1809,81,19,102.7477,0.0036,3.567971,0.000083,8.67,0.27,0.0087,0.00024,0.012,0.036,1.1,0.047,1303,3.20E-05,2,"1,2,3",,0,1,1,1930,1
268.01,12.0373,448,68,108.9277,0.0032,110.3742,0.003,61,73,0.0205,0.0041,0.5,1.1,1.8,0.406,295,1.60E-05,2,,1,0,3,3,1930,3
269.01,6.1397,82,25,118.0993,0.0059,18.01136,0.00073,12,30,0.0099,0.0037,0.8,1,1.7,0.143,918,2.30E-05,2,"1,2",,0,16,16,1930,16
270.01,5.9033,97,32,108.033,0.0043,12.58084,0.00036,16.01,0.34,0.00925,0.00018,0.01,0.01,0.9,0.101,735,4.80E-05,2,"1,2",,0,2,2,1930,2
270.02,8.3939,128,31,95.044,0.0059,33.67205,0.00087,31.08,0.65,0.01051,0.00022,0.017,0.01,1,0.195,529,-,4,,,0,5,5,1930,5
271.01,6.9832,287,43,105.5501,0.0041,48.6292,0.0014,33,48,0.0181,0.0042,0.79,0.87,2,0.269,520,1.20E-05,2,"1,2,3",,0,1,1,1930,1
271.02,6.936,311,66,142.0721,0.0022,29.39292,0.00036,32.9,9.9,0.01655,0.00021,-,-,1.8,0.192,615,1.20E-05,3,"1,2",1,0,2,2,1930,2
273.01,1.818,259,49,108.0667,0.0012,10.573667,0.000089,46.9,1,0.01548,0.00028,0.016,0.033,1.1,0.093,655,2.30E-05,2,"1,2,3",,0,4,4,1930,4
274.01,4.5111,56,14,108.9264,0.0072,15.09124,0.00055,12,63,0.0089,0.0067,0.9,1.2,1.1,0.124,805,1.70E-05,3,"1,2,3",1,0,4,3,1930,4
275.01,7.006,144,32,109.8237,0.0048,15.79142,0.00077,14,30,0.0118,0.0045,0.6,1.4,1.2,0.121,717,1.30E-05,2,"1,2,3",,0,15,1,1930,15
276.01,4.6992,395,58,143.4006,0.0023,41.74523,0.00077,47,65,0.0207,0.0048,0.75,0.93,2.6,0.244,569,1.50E-05,2,1,,0,8,5,1930,8
277.01,7.6827,388,93,104.6804,0.0018,16.23675,0.00021,16.85,0.1,0.01945,0.00012,0.029,0.022,2.1,0.124,723,1.70E-05,2,1,,0,5,5,1930,5
279.01,8.0747,1262,176,109.70148,0.00091,28.45557,0.00019,24.1,8.6,0.0346,0.0022,0.5,0.62,4.9,0.191,708,1.40E-05,2,1,,0,11,10,1930,11
279.02,6.4306,196,31,69.9418,0.0054,15.41304,0.00034,13,30,0.0147,0.0068,0.7,1.3,2.1,0.127,868,-,4,,,0,2,2,1930,2
280.01,2.5779,314,80,113.89515,0.00098,11.87286,0.000081,16.6,5,0.02031,0.00023,0.82,0.25,3.1,0.108,1018,1.80E-05,2,1,,0,3,3,1930,3
281.01,8.0749,262,57,122.0403,0.0029,19.55687,0.00048,13,14,0.0163,0.0031,0.71,0.87,3.7,0.152,930,2.70E-05,2,"1,2",,0,54,48,1930,54
282.01,5.8542,597,112,115.1037,0.0014,27.50882,0.00026,26,15,0.0251,0.0027,0.72,0.64,2.8,0.178,620,2.30E-05,2,1,,0,8,8,1930,8
282.02,3.231,67,18,72.0688,0.0048,8.45735,0.00017,20,124,0.008,0.01,0.2,2.9,0.9,0.081,919,-,4,,,0,4,4,1930,4
283.01,3.3342,424,37,103.5999,0.0028,16.09173,0.00031,20,28,0.0237,0.0053,0.89,0.65,4.7,0.132,930,2.20E-05,2,"1,2",,0,3,3,1930,3
284.01,2.7486,159,20,112.423,0.0037,18.01109,0.00046,19.8,5.9,0.01509,0.00058,0.88,0.26,2.5,0.141,859,1.80E-05,2,"1,2,3",1,0,6,3,1930,6
284.02,3.4231,99,23,102.6342,0.0039,6.41508,0.00017,8,26,0.0117,0.0062,0.9,1.1,2,0.071,1211,2.20E-05,3,"1,2",,0,1,1,1930,1
284.03,3.2542,98,23,101.8617,0.0036,6.17824,0.00015,7,27,0.0112,0.0063,0.9,1.1,1.9,0.069,1228,2.30E-05,3,"1,2",,0,9,1,1930,9
285.01,5.8394,374,30,112.2811,0.0054,13.74872,0.00052,13,29,0.0201,0.008,0.7,1.2,2.1,0.11,757,2.70E-05,2,"1,2",,,3,3,1930,3
288.01,6.2875,186,57,110.2711,0.0026,10.2754,0.00019,12.72,0.15,0.01287,0.00014,0.0046,-,1.5,0.093,878,2.80E-05,2,1,,0,6,4,1930,6
289.01,7.838,417,52,124.9949,0.0026,26.62907,0.00054,26.43,0.33,0.01911,0.00023,0.007,0.017,2,0.171,604,1.20E-05,2,1,,0,2,2,1931,2
291.01,7.3578,312,38,118.1545,0.0041,31.51605,0.00086,33.08,0.58,0.01626,0.00027,0.016,0.014,1.5,0.196,495,5.10E-05,2,1,,0,1,1,1931,1
291.02,2.1775,129,16,67.1034,0.0048,8.12993,0.00017,28,197,0.012,0.017,0.4,2.9,1,0.079,780,-,4,,,0,1,1,1931,1
292.01,2.2814,202,48,104.8415,0.0015,2.58665,0.000037,9,20,0.0139,0.0057,0.2,1.7,2,0.038,1478,1.50E-05,2,"1,2",,0,3,2,1931,3
294.01,5.5281,389,32,126.0347,0.0037,34.4361,0.001,35,83,0.0195,0.008,0.7,1.4,2.2,0.213,565,4.50E-05,2,1,,0,3,1,1931,3
295.01,2.8818,255,19,104.8769,0.0018,5.317406,0.000085,7,33,0.017,0.012,0.9,1.2,2,0.06,1088,1.30E-05,2,1,,0,8,8,1931,8
296.01,5.2805,403,25,111.4863,0.0038,28.8605,0.0017,30,96,0.02,0.011,0.7,1.4,2.4,0.189,619,1.30E-05,2,1,,0,8,8,1931,8
297.01,2.911,113,21,105.2745,0.0035,5.65189,0.00019,8,27,0.0126,0.0067,0.8,1.2,1.8,0.065,1192,1.50E-05,2,1,,0,10,2,1931,10
298.01,2.6557,239,17,111.308,0.0039,19.96343,0.00059,29,146,0.017,0.014,0.9,1.3,1.7,0.136,610,2.20E-05,3,NoObs,,0,2,2,1931,2
299.01,1.9962,287,51,103.5428,0.0012,1.541677,0.000013,3.8,9.7,0.0176,0.0076,0.8,1.1,3.6,0.028,2002,3.10E-05,2,1,,0,1,1,1931,1
301.01,3.8551,169,34,104.716,0.0029,6.00245,0.00011,11.91,0.27,0.01253,0.00024,0.029,0.044,1.6,0.067,1142,7.70E-05,2,1,,0,1,1,1931,1
302.01,8.6779,497,52,106.9965,0.0031,24.85467,0.00051,22.35,0.23,0.02266,0.00024,0.02,0.02,3.8,0.179,873,5.80E-05,2,1,,0,4,4,1931,4
303.01,6.3927,702,64,106.3643,0.0021,60.92983,0.00085,48,35,0.0277,0.0036,0.77,0.64,2.9,0.306,426,3.30E-05,2,,,0,3,2,1931,3
304.01,2.6128,556,58,107.9095,0.0016,8.511982,0.000093,18,35,0.0249,0.0079,0.8,0.98,5,0.087,1199,1.70E-05,2,1,,0,4,4,1931,4
305.01,2.3541,383,36,104.8397,0.0022,4.603576,0.000072,12,29,0.02,0.011,0.7,1.4,2.5,0.053,963,1.40E-04,2,1,,0,2,2,1931,2
306.01,2.9825,507,12,111.3658,0.0068,24.3077,0.0013,71.9,5.5,0.0232,0.0014,0.011,0.022,3.6,0.168,657,8.50E-05,2,"1,2",,0,2,2,1931,2
307.01,3.649,206,24,109.2686,0.004,19.67445,0.00055,42.2,1.4,0.01374,0.0004,0.008,0.01,1.7,0.148,736,5.20E-05,3,1,,0,1,1,1931,1
308.01,6.3242,695,55,120.5441,0.0024,35.59061,0.00058,22,8,0.0281,0.0016,0.88,0.34,4.7,0.223,699,3.30E-05,2,1,,0,7,7,1931,7
312.01,2.7215,181,24,108.586,0.0036,11.57898,0.00029,33.1,1.1,0.01322,0.00037,0.015,0.037,1.6,0.102,867,6.60E-05,2,1,,0,6,6,1931,6
313.01,3.1424,504,36,110.6353,0.0022,18.73564,0.00031,25,37,0.0254,0.0068,0.87,0.72,3.1,0.139,651,1.30E-05,2,"1,2,3",,0,1,1,1931,1
313.02,3.2232,295,33,112.8879,0.0026,8.43628,0.00015,14,39,0.0178,0.0095,0.7,1.3,2.2,0.081,852,1.70E-05,2,"1,2",,0,4,4,1931,4
314.01,2.4517,688,42,110.852,0.0015,13.78105,0.00016,24.2,7.3,0.02918,0.00058,0.74,0.22,1.9,0.091,446,2.30E-05,2,1,,0,3,3,1931,3
314.02,2.0157,514,21,103.9994,0.0028,23.0904,0.00034,73,680,0.023,0.039,0.7,2.5,1.6,0.128,376,2.30E-05,2,1,,0,3,3,1931,3
315.01,4.3681,902,68,121.9796,0.0017,35.5917,0.00045,41,30,0.0325,0.0049,0.81,0.59,4.8,0.211,526,4.60E-05,2,1,,0,5,5,1931,5
316.01,5.0479,483,56,117.9011,0.002,15.77135,0.00022,18,26,0.0221,0.0056,0.7,1.1,2.8,0.126,750,1.40E-05,3,"1,2",,0,3,3,1931,3
317.01,7.2681,393,44,139.3631,0.003,22.20767,0.0006,18,33,0.0199,0.0058,0.6,1.2,3.7,0.166,918,9.90E-05,3,1,,0,1,1,1931,1
318.01,10.3373,1185,44,107.8303,0.0025,38.58439,0.00038,29.99,0.45,0.03035,0.00048,0.03,0.036,4.4,0.235,671,1.20E-05,3,1,,0,3,3,1931,3
319.01,5.3951,1653,137,109.6254,0.001,46.15115,0.00034,54,16,0.04055,0.00022,0.39,0.12,4.3,0.248,508,1.70E-05,2,1,,0,1,1,1931,1
321.01,2.5947,160,39,103.4551,0.002,2.426307,0.000032,7.27,0.16,0.01226,0.00022,0.0016,-,0.9,0.035,1068,-,2,,,0,6,2,1931,6
323.01,3.377,545,11,102.8509,0.0073,5.83674,0.00029,14.5,1.2,0.021,0.0014,0.03,0.085,2.9,0.065,1051,1.30E-05,2,1,,0,7,5,1931,7
326.01,2.9995,820,26,104.0345,0.0031,8.97297,0.0002,19,80,0.029,0.023,0.6,1.9,0.9,0.05,332,1.40E-05,3,NoObs,,0,2,2,1931,2
327.01,2.9306,135,30,105.6621,0.0025,3.254241,0.000056,8.974,0.082,0.01156,0.00024,0.0593,-,1.3,0.044,1304,2.50E-05,2,1,,0,5,4,1931,5
330.01,5.2342,259,27,107.5328,0.0048,7.97398,0.00025,7,17,0.0174,0.0071,0.8,1.1,2.5,0.081,1021,3.30E-05,3,NoObs,,0,1,1,1932,1
331.01,6.3739,327,32,103.8303,0.0047,18.68416,0.00059,22.47,0.48,0.01684,0.00034,0.012,0.01,1.1,0.134,494,4.00E-05,2,1,,0,8,8,1932,8
332.01,3.8993,204,40,105.0885,0.0028,5.458491,0.0001,11.27,0.22,0.01399,0.00022,0.0377,-,1.1,0.06,841,4.70E-05,2,1,,0,5,5,1932,5
333.01,6.0214,318,24,102.8642,0.0039,13.28468,0.00025,17.1828,0.0013,0.02,0.13,0.011,0.01,1.9,0.114,843,2.60E-05,2,1,,0,1,1,1932,1
335.01,7.4741,703,53,129.3109,0.0024,46.56623,0.00083,45,95,0.0257,0.0093,0.4,1.6,4.3,0.269,674,2.30E-05,2,NoObs,,0,2,1,1932,2
337.01,5.3936,298,25,110.7155,0.004,19.78404,0.00042,28.67,0.78,0.01613,0.00043,0.011,0.01,1.6,0.146,636,6.30E-05,3,NoObs,,0,3,3,1932,3
338.01,2.94,270,27,107.5777,0.0033,7.01048,0.00016,19.24,0.66,0.01587,0.00043,0.011,0.035,2.3,0.072,940,5.70E-05,3,NoObs,,0,5,2,1932,5
339.01,2.4238,263,44,103.1393,0.0017,1.980349,0.000031,3.9,9.1,0.0175,0.0064,0.8,1.1,1.5,0.031,1319,1.80E-05,3,NoObs,,0,7,7,1932,7
339.02,3.1373,154,17,71.3385,0.0052,6.41681,0.00015,16.6,0.19,0.01286,0.00043,0.0625,-,1.1,0.069,884,-,4,,,0,1,1,1932,1
340.01,14.234,19737,172,93.6222,0.0073,23.67378,0.00058,14.366,0.071,0.12942,0.00052,0.001,0.01,30.4,0.173,862,-,3,,1,0,3,3,1932,3
341.01,2.9799,733,31,109.6648,0.0026,7.17068,0.00013,19.09,0.54,0.02618,0.0006,0.027,0.042,3.3,0.074,949,4.50E-05,2,1,,0,1,1,1932,1
341.02,2.7109,276,14,110.6123,0.0054,4.69975,0.00012,14.3,0.8,0.01781,0.00077,0.011,0.046,2.3,0.056,1091,5.70E-05,2,1,,0,1,1,1932,1
343.01,3.315,437,68,103.3364,0.0013,4.76166,0.000044,11.21,0.14,0.01969,0.0002,0.0089,-,2.2,0.057,1065,2.90E-05,2,NoObs,,0,2,2,1932,2
343.02,2.4768,216,47,103.4963,0.0018,2.024138,0.000025,6.593,0.042,0.0147,0.00021,0.041,-,1.6,0.032,1421,3.40E-05,2,1,,0,3,3,1932,3
344.01,5.8847,1026,70,104.3354,0.0018,39.3095,0.00054,42,49,0.0318,0.0067,0.6,1,4,0.232,564,1.00E-05,2,1,,0,9,9,1932,9
345.01,4.8165,1148,79,106.1889,0.0015,29.88569,0.00055,37,32,0.0351,0.0063,0.72,0.76,5.8,0.192,592,9.90E-06,2,NoObs,,0,7,1,1932,7
346.01,2.7973,911,20,103.7797,0.0045,12.92463,0.00041,36,241,0.03,0.045,0.1,3.1,3.4,0.106,684,4.00E-05,2,NoObs,,0,2,2,1932,2
348.01,4.6221,1740,108,120.3634,0.0012,28.51109,0.00027,51.65,0.43,0.03813,0.00026,0.018,0.017,5.3,0.18,549,1.00E-05,2,1,,0,4,3,1932,4
349.01,2.3194,536,38,103.4557,0.0019,14.38666,0.00025,51.7,1.4,0.02231,0.00044,0.028,0.04,2.8,0.119,772,1.30E-05,2,NoObs,,0,2,1,1932,2
350.01,2.5804,366,24,110.2199,0.0027,12.99192,0.00033,22,96,0.02,0.014,0.9,1.3,2.5,0.111,810,1.40E-05,2,1,,0,3,3,1932,3
351.01,14.4207,7703,210,73.4753,0.0012,331.6457,0.0017,190.34,0.16,0.0827,0.0064,0.011,0.035,8.5,0.966,266,1.90E-05,3,NoObs,,0,1,1,1932,1
351.02,11.9806,3909,60,80.098,0.0015,210.4526,0.0021,142.4,1.6,0.05855,0.00061,0.001,0.069,6,0.713,309,-,4,,,0,2,2,1932,2
351.03,8.006,424,21,91.9518,0.0078,59.7389,0.0022,53,713,0.019,0.044,0.4,4,1.9,0.308,471,-,4,,,0,2,2,1932,2
352.01,4.4932,362,21,124.8039,0.0049,27.08268,0.00098,28,85,0.02,0.01,0.8,1.2,2.4,0.181,621,5.90E-05,2,NoObs,,0,5,5,1932,5
353.01,7.0683,3400,93,109.5299,0.0019,152.1011,0.0027,95.2,8.3,0.064,0.0012,0.88,0.17,8.2,0.589,417,1.50E-05,2,,,0,2,2,1932,2
354.01,4.5028,436,32,104.5198,0.0034,15.95999,0.00037,21,51,0.0217,0.0094,0.7,1.3,4.9,0.134,1034,2.60E-05,2,1,,0,2,2,1932,2
355.01,2.8403,280,38,105.8966,0.0021,4.903454,0.000074,10,25,0.0179,0.0077,0.7,1.4,2,0.058,1115,3.20E-05,2,1,,0,1,1,1932,1
356.01,2.1029,1101,143,103.52521,0.00051,1.8270789,0.0000064,6,6.3,0.0328,0.0071,0.59,0.99,5.8,0.03,1655,2.40E-05,2,NoObs,,0,2,2,1932,2
360.01,4.5515,138,15,104.5813,0.0051,5.94042,0.00063,9.13,0.41,0.01108,0.00046,0.03,0.066,1.3,0.065,1075,2.80E-05,3,1,,0,1,1,1933,1
361.01,2.5126,176,24,104.2741,0.0031,3.247565,0.000069,10.37,0.37,0.01302,0.00038,0.0439,-,1.3,0.044,1132,2.70E-05,2,1,,0,2,2,1933,2
†364.01,4.5649,415,28,156.9082,0.0022,173.9,1.6,132,39,0.02395,0.00058,0.84,0.25,2.6,0.619,313,1.70E-05,3,,,0,1,1,1933,1
365.01,6.6552,588,83,144.6778,0.0019,81.7378,0.0015,64,44,0.0251,0.0032,0.75,0.66,2.3,0.368,363,1.50E-05,2,"1,2",,0,1,1,1933,1
366.01,4.9911,3513,271,140.7142,0.00036,75.1119,0.00021,77.4,3.8,0.06441,0.00061,0.83,0.15,10.2,0.4,586,1.30E-05,2,NoObs,,0,3,1,1933,3
367.01,2.8404,2090,176,110.20526,0.00049,31.57867,0.00011,98,108,0.0438,0.0085,0.6,1,5.7,0.203,646,3.60E-06,2,1,,0,2,2,1933,2
368.01,12.7602,6753,1409,130.36472,0.0002,110.32148,0.00015,51.53,0.31,0.08456,0.00008,0.715,0.064,17.4,0.544,742,6.10E-06,2,,,11,3,3,1933,3
369.01,1.8748,132,19,107.4265,0.003,5.88521,0.00013,20,90,0.0116,0.0089,0.5,2.2,1.3,0.066,1073,1.50E-05,2,1,,0,15,15,1933,15
370.01,9.7635,321,46,136.6501,0.0035,42.8821,0.0012,21,20,0.0194,0.003,0.8,0.69,4.9,0.262,810,2.40E-05,2,1,,0,2,1,1933,2
†371.01,10.1954,1108,58,177.0753,0.0048,278,1488,65,20,0.2,3.8,1.3,0.39,60.1,0.916,400,5.10E-06,3,,,0,76,73,1933,76
372.01,9.1846,7643,46,186.349,0.0044,125.6125,0.0064,111,65,0.0813,0.0093,0.17,0.9,8.5,0.499,344,2.00E-05,2,NoObs,,0,6,6,1933,6
373.01,8.709,597,35,123.9263,0.005,135.1937,0.0072,92,142,0.025,0.0067,0.7,1.1,3.5,0.534,400,3.90E-05,2,,,0,4,4,1933,4
374.01,11.2542,595,44,169.9597,0.0038,172.6735,0.0051,96,124,0.0243,0.0055,0.6,1.1,3.3,0.628,365,2.10E-05,2,,,0,6,6,1933,6
†375.01,7.0221,4696,121,172.22424,0.00095,220,-,150.80509,-,0.07725,-,0.8738,-,8.8,0.729,300,9.70E-06,2,NoObs,,0,1,1,1933,1
377.01,4.5242,6938,129,115.66381,0.00078,19.25832,0.00017,32,6.4,0.0776,0.003,0.56,0.44,5.7,0.141,553,1.80E-05,1,"1,2,3",1,0,5,5,1933,5
377.02,5.0267,6240,83,108.4011,0.0014,38.9116,0.0006,36.2,2.9,0.0839,0.0017,0.88,0.16,6.2,0.225,438,2.10E-05,1,"1,2",1,0,8,8,1933,8
